Popultaton: 686878
Life Expeactancy: 73.00

Date		New Cases	Total Cases	New Deaths	TotalDeaths
2020-10-12	2		2		0		0
2020-10-13	0		2		0		0
2020-10-14	0		2		0		0
2020-10-15	1		3		0		0
2020-10-16	0		3		0		0
2020-10-17	0		3		0		0
2020-10-18	0		3		0		0
2020-10-19	0		3		0		0
2020-10-20	0		3		0		0
2020-10-21	0		3		0		0
2020-10-22	1		4		0		0
2020-10-23	0		4		0		0
2020-10-24	0		4		0		0
2020-10-25	0		4		0		0
2020-10-26	0		4		0		0
2020-10-27	4		8		0		0
2020-10-28	0		8		0		0
2020-10-29	0		8		0		0
2020-10-30	0		8		0		0
2020-10-31	0		8		0		0
2020-11-01	0		8		0		0
2020-11-02	5		13		0		0
2020-11-03	0		13		0		0
2020-11-04	0		13		0		0
2020-11-05	0		13		0		0
2020-11-06	0		13		0		0
2020-11-07	0		13		0		0
2020-11-08	0		13		0		0
2020-11-09	3		16		0		0
2020-11-10	0		16		0		0
2020-11-11	0		16		0		0
2020-11-12	0		16		0		0
2020-11-13	0		16		0		0
2020-11-14	0		16		0		0
2020-11-15	0		16		0		0
2020-11-16	0		16		0		0
2020-11-17	0		16		0		0
2020-11-18	0		16		0		0
2020-11-19	0		16		0		0
2020-11-20	0		16		0		0
2020-11-21	0		16		0		0
2020-11-22	0		16		0		0
2020-11-23	0		16		0		0
2020-11-24	1		17		0		0
2020-11-25	0		17		0		0
2020-11-26	0		17		0		0
2020-11-27	0		17		0		0
2020-11-28	0		17		0		0
2020-11-29	0		17		0		0
2020-11-30	0		17		0		0
2020-12-01	0		17		0		0
2020-12-02	0		17		0		0
2020-12-03	0		17		0		0
2020-12-04	0		17		0		0
2020-12-05	0		17		0		0
2020-12-06	0		17		0		0
2020-12-07	0		17		0		0
2020-12-08	0		17		0		0
2020-12-09	0		17		0		0
2020-12-10	0		17		0		0
2020-12-11	0		17		0		0
2020-12-12	0		17		0		0
2020-12-13	0		17		0		0
2020-12-14	0		17		0		0
2020-12-15	0		17		0		0
2020-12-16	0		17		0		0
2020-12-17	0		17		0		0
2020-12-18	0		17		0		0
2020-12-19	0		17		0		0
2020-12-20	0		17		0		0
2020-12-21	0		17		0		0
2020-12-22	0		17		0		0
2020-12-23	0		17		0		0
2020-12-24	0		17		0		0
2020-12-25	0		17		0		0
2020-12-26	0		17		0		0
2020-12-27	0		17		0		0
2020-12-28	0		17		0		0
2020-12-29	0		17		0		0
2020-12-30	0		17		0		0
2020-12-31	0		17		0		0
2021-01-01	0		17		0		0
2021-01-02	0		17		0		0
2021-01-03	0		17		0		0
2021-01-04	0		17		0		0
2021-01-05	0		17		0		0
2021-01-06	0		17		0		0
2021-01-07	0		17		0		0
2021-01-08	0		17		0		0
2021-01-09	0		17		0		0
2021-01-10	0		17		0		0
2021-01-11	0		17		0		0
2021-01-12	0		17		0		0
2021-01-13	0		17		0		0
2021-01-14	0		17		0		0
2021-01-15	0		17		0		0
2021-01-16	0		17		0		0
2021-01-17	0		17		0		0
2021-01-18	0		17		0		0
2021-01-19	0		17		0		0
2021-01-20	0		17		0		0
2021-01-21	0		17		0		0
2021-01-22	0		17		0		0
2021-01-23	0		17		0		0
2021-01-24	0		17		0		0
2021-01-25	0		17		0		0
2021-01-26	0		17		0		0
2021-01-27	0		17		0		0
2021-01-28	0		17		0		0
2021-01-29	0		17		0		0
2021-01-30	0		17		0		0
2021-01-31	0		17		0		0
2021-02-01	0		17		0		0
2021-02-02	0		17		0		0
2021-02-03	0		17		0		0
2021-02-04	0		17		0		0
2021-02-05	0		17		0		0
2021-02-06	0		17		0		0
2021-02-07	0		17		0		0
2021-02-08	0		17		0		0
2021-02-09	0		17		0		0
2021-02-10	1		18		0		0
2021-02-11	0		18		0		0
2021-02-12	0		18		0		0
2021-02-13	0		18		0		0
2021-02-14	0		18		0		0
2021-02-15	0		18		0		0
2021-02-16	0		18		0		0
2021-02-17	0		18		0		0
2021-02-18	0		18		0		0
2021-02-19	0		18		0		0
2021-02-20	0		18		0		0
2021-02-21	0		18		0		0
2021-02-22	0		18		0		0
2021-02-23	0		18		0		0
2021-02-24	0		18		0		0
2021-02-25	0		18		0		0
2021-02-26	0		18		0		0
2021-02-27	0		18		0		0
2021-02-28	0		18		0		0
2021-03-01	0		18		0		0
2021-03-02	0		18		0		0
2021-03-03	0		18		0		0
2021-03-04	0		18		0		0
2021-03-05	0		18		0		0
2021-03-06	0		18		0		0
2021-03-07	0		18		0		0
2021-03-08	0		18		0		0
2021-03-09	0		18		0		0
2021-03-10	0		18		0		0
2021-03-11	0		18		0		0
2021-03-12	0		18		0		0
2021-03-13	0		18		0		0
2021-03-14	0		18		0		0
2021-03-15	0		18		0		0
2021-03-16	0		18		0		0
2021-03-17	0		18		0		0
2021-03-18	0		18		0		0
2021-03-19	0		18		0		0
2021-03-20	0		18		0		0
2021-03-21	0		18		0		0
