Popultaton: 3280815
Life Expeactancy: 77.40

Date		New Cases	Total Cases	New Deaths	TotalDeaths
2020-03-05	2		2		0		0
2020-03-06	0		2		0		0
2020-03-07	1		3		0		0
2020-03-08	0		3		0		0
2020-03-09	0		3		0		0
2020-03-10	2		5		0		0
2020-03-11	2		7		0		0
2020-03-12	4		11		0		0
2020-03-13	2		13		0		0
2020-03-14	5		18		0		0
2020-03-15	6		24		0		0
2020-03-16	1		25		0		0
2020-03-17	1		26		0		0
2020-03-18	12		38		0		0
2020-03-19	25		63		0		0
2020-03-20	26		89		0		0
2020-03-21	4		93		1		1
2020-03-22	33		126		0		1
2020-03-23	10		136		0		1
2020-03-24	30		166		2		3
2020-03-25	10		176		0		3
2020-03-26	15		191		0		3
2020-03-27	46		237		1		4
2020-03-28	21		258		1		5
2020-03-29	65		323		1		6
2020-03-30	45		368		4		10
2020-03-31	52		420		3		13
2020-04-01	39		459		0		13
2020-04-02	74		533		3		16
2020-04-03	46		579		1		17
2020-04-04	45		624		4		21
2020-04-05	30		654		2		23
2020-04-06	20		674		6		29
2020-04-07	90		764		4		33
2020-04-08	40		804		1		34
2020-04-09	54		858		1		35
2020-04-10	43		901		1		36
2020-04-11	45		946		1		37
2020-04-12	63		1009		2		39
2020-04-13	28		1037		0		39
2020-04-14	46		1083		1		40
2020-04-15	27		1110		1		41
2020-04-16	57		1167		2		43
2020-04-17	47		1214		3		46
2020-04-18	54		1268		1		47
2020-04-19	17		1285		1		48
2020-04-20	24		1309		1		49
2020-04-21	33		1342		2		51
2020-04-22	26		1368		2		53
2020-04-23	45		1413		1		54
2020-04-24	8		1421		1		55
2020-04-25	65		1486		2		57
2020-04-26	30		1516		2		59
2020-04-27	49		1565		1		60
2020-04-28	20		1585		3		63
2020-04-29	92		1677		2		65
2020-04-30	80		1757		4		69
2020-05-01	24		1781		1		70
2020-05-02	58		1839		2		72
2020-05-03	18		1857		5		77
2020-05-04	69		1926		1		78
2020-05-05	20		1946		1		79
2020-05-06	41		1987		7		86
2020-05-07	40		2027		4		90
2020-05-08	43		2070		8		98
2020-05-09	20		2090		4		102
2020-05-10	27		2117		5		107
2020-05-11	24		2141		6		113
2020-05-12	17		2158		4		117
2020-05-13	23		2181		3		120
2020-05-14	37		2218		2		122
2020-05-15	18		2236		6		128
2020-05-16	31		2267		1		129
2020-05-17	23		2290		4		133
2020-05-18	14		2304		0		133
2020-05-19	17		2321		1		134
2020-05-20	17		2338		2		136
2020-05-21	12		2350		4		140
2020-05-22	22		2372		1		141
2020-05-23	19		2391		0		141
2020-05-24	10		2401		3		144
2020-05-25	5		2406		2		146
